id,sentiment,message
review-neutral-1115,neutral,"Tuve una experiencia bastante estándar con el servicio. La atención fue correcta, pero no hubo nada que destacara especialmente. El personal fue amable y trató de resolver mis preguntas, aunque a veces parece que no tenían toda la información que necesitaba en el momento. Me tomé mi tiempo en revisar algunos productos y aunque la calidad parece aceptable, siento que podría haber una mejor variedad. El proceso de compra fue simple, sin complicaciones. En general, no fue mala experiencia, pero tampoco memorable. Quizás debería mirar otras opciones la próxima vez."
review-positivo-1116,positivo,"¡Hola! Quería compartir mi experiencia con la app y debo decir que me ha sorprendido bastante. La interface es super amigable, se navega facil y todo está bien organizado. Me encanta cómo puedo encontrar lo que busco en pocos clics, eso ahorra mucho tiempo. Además, la velocidad de carga es excelente, no se queda esperando eternamente. También aprecio mucho las notificaciones, que me mantienen al tanto de mis actividades sin ser invasivas. Se nota que han puesto mucho empeño en hacerla intuitiva. Estoy muy contento con esta herramienta y la recomendaría sin dudar. ¡Felicitaciones! ✨"
review-negativo-1117,negativo,"Desde hace un par de semanas he estado utilizando el sistema y, sinceramente, me ha resultado bastante frustrante. La navegación es confusa y muchas de las funcionalidades no parecen responder bien. Por ejemplo, el botón de ""guardar cambios"" a veces no funciona y tengo que repetir todo el proceso. También, al momento de cargar documentos, se tarda una eternidad y he perdido varias horas por eso. He intentado contactar al soporte y no he recibido respuesta. Se supone que debería ser una herramienta eficiente, pero hasta ahora no ha sido mi experiencia. Ojalá puedan solucionar estos problemas pronto."
review-neutral-1118,neutral,"El proceso de onboarding fue claro en general. Las instrucciones eran fáciles de seguir, aunque a veces se sentía un poco repetitivo. La plataforma tiene buena información, pero algunas secciones podrían ser más interactivas para mantener el interés. Noté que los videos eran útiles, pero me gustaría que tuvieran subtítulos, no siempre puedo poner el sonido. La parte final, donde se me pidió completar un cuestionario, me pareció un poco abrupta. En resumen, el proceso cumplió con lo que esperaba, pero creo que hay espacio para mejorar en la experiencia del usuario."
review-positivo-1119,positivo,"¡Hola! Quería tomarme un momento para agradecer el excelente trabajo que han hecho con la documentación y la ayuda en línea. Cuando empecé a usar la herramienta, estaba un poco perdido, pero las guías son super claras y fáciles de seguir. Me encanto que tienen ejemplos prácticos que realmente facilitan entender las funciones. Además, el soporte en el chat responde rápido y siempre tienen la info que necesito. No puedo creer lo fácil que ha sido aprender a usar todo. Definitivamente está bien pensado para que hasta alguien con poca experiencia como yo pueda aprovecharlo al máximo. ¡Sigan así!"
review-negativo-1120,negativo,"La verdad es que estoy muy decepcionado con el servicio de soporte. La última vez que tuve un problema, tardaron más de una hora en responderme y ni siquiera solucionaron mi problema. La persona que me atendió parecía estar desinteresada, y al final tuve que buscar la solución por mi cuenta. Además, me prometieron que harían un seguimiento y nadie se volvió a comunicar conmigo. Es frustrante tener que enfrentarme a estos inconvenientes cuando debería ser más fácil. No sé si estoy dispuesto a usar sus servicios por mucho más tiempo si esto sigue así. Espero que mejoren, porque actualmente es inaceptable."
review-neutral-1121,neutral,"La plataforma es bastante intuitiva y se navega con facilidad. Me gusta que tiene varias opciones para personalizar el contenido. Sin embargo, he notado que a veces tarda un poco en cargar, lo que puede ser frustrante. Personalmente, no he tenido problemas serios, pero sería bueno que optimizaran un poco esa parte. Además, el soporte al cliente responde, aunque puede tomar más tiempo del que esperaría. En general, creo que es una buena herramienta, pero hay ciertos aspectos que podrían mejorar para que la experiencia sea más fluida."
review-positivo-1122,positivo,"¡Hola! Quería compartir mi experiencia con el servicio al cliente, y la verdad estoy muy satisfecho. La chica que me atendió fue súper amable y paciente. Tenía un problema con mi pedido y en menos de 5 minutos me ayudó a resolverlo. Además, me brindó información que ni había pensado preguntar. Es un alivio encontrar personas que se preocupen realmente por el cliente. Sin duda volveré a comprar aquí, ya que me siento valorado. ¡Gracias por la atención!"
review-negativo-1123,negativo,"No puedo creer lo complicado que ha sido resolver mi problema. He estado tratando de contactar al servicio de soporte desde hace más de una semana y, sinceramente, no he recibido ayuda efectiva. Cada vez que llamo, me dicen que van a escalar el asunto, pero nunca hay noticias. Además, las respuestas por correo son muy genéricas y no abordan mi situación específica. Ya perdí la paciencia, y encima, me siento como si fuera un carga. No entiendo por qué es tan difícil recibir una solución. Me deja con la sensación de que no les importa realmente la experiencia del usuario. Espero que hagan algo rápido, pero tengo mis dudas."
review-neutral-1124,neutral,"El tiempo de respuesta que he experimentado ha sido variable. En algunas ocasiones, las respuestas llegan bastante rápido, lo cual es positivo. Sin embargo, también he tenido momentos en que la espera es más larga de lo que esperaba. Me gustaría que pudiésemos tener un tiempo más consistente, ya que eso ayudaría a planificar mejor. Es una cuestión que no afecta demasiado mi experiencia general, pero sería un buen detalle a mejorar. Gracias."
review-positivo-1125,positivo,"¡Hola! Quería compartir mi experiencia reciente con el servicio y la verdad es que quedé muy satisfecho. Desde que llamé para realizar una consulta, el equipo fue muy amable y atento, me ayudaron con todos mis dudas sin ningún problema. La entrega del producto llegó antes de lo esperado y, además, estaba en perfectas condiciones. Aprecio mucho el esfuerzo que ponen para que todo salga bien. Sin duda, volveré a comprar y lo recomendaré a mis amigos. ¡Gracias por todo!"
review-negativo-1126,negativo,"No sé por qué pero la aplicación me está dando muchos problemas últimamente. A veces simplemente no carga y tengo que intentar varias veces para que funcione. También es frustrante que algunas funciones no están donde deberían y me he perdido en varias ocasiones. Además, me suele cerrar sin avisar y es súper incomodo tener que volver a abrirla y buscar lo que estaba haciendo. Honestamente, me esperaba una mejor experiencia, ya he pensado en dejar de usarla porque me quita más tiempo del que debería. Espero que mejoren estas cosas pronto."
review-neutral-1127,neutral,"He estado usando el sistema por unas semanas y en general encuentro que tiene características interesantes. La navegación es bastante intuitiva, aunque a veces se siente un poco lenta en ciertos momentos. Además, algunas funciones no siempre se cargan como me gustaría. La opción de personalización es buena, pero echo de menos más plantillas disponibles. También sería útil una sección de tutoriales más completa para usar mejor todas las herramientas. En su conjunto, parece que hay potencial para mejorar en lo que hace, solo un par de ajustes podrían hacer la diferencia."
review-positivo-1128,positivo,"La verdad es que el proceso de onboarding fue super fluido y entender todo me sorprendió. Desde el primer momento, me sentí bien recibido y con la sensación de que iba a aprender rápido. Los tutoriales son claros y con un buen ritmo, así que no se siente abrumador. Además, el equipo de soporte fue súper amable cuando tuve un par de dudas; me ayudaron a aclarar todo sin problema. Creo que está muy bien estructurado, y se nota que han pensado en todos los detalles. Definitivamente, tengo una buena impresión y estoy emocionado por empezar con esto. ¡Gracias por hacer todo más fácil!"
review-negativo-1129,negativo,"La documentación es bastante confusa y no me ayudó en lo que necesitaba. Cuando busqué información sobre la instalación, los pasos no estaban claros y faltaban detalles importantes. Además, los ejemplos que proporcionan parecen desactualizados, lo que hace que todo sea más complicado. Intenté buscar ayuda en el foro, pero las respuestas que encontré no abordaban mis dudas, y algunas incluso eran contradictorias. Me sentí perdido y no logré resolver mi problema, así que terminé desistiendo de usar la herramienta. Creo que deberían mejorar la documentación y asegurarse que esté al día, porque es frustrante cuando no encuentras lo que necesitas y los tiempos de espera son largos."
review-neutral-1130,neutral,"Hola, quería compartir mi experiencia con el servicio de soporte técnico. Desde que contacté, el tiempo de espera no fue muy largo, lo cual agradezco. La persona que me atendió fue amable y trató de ayudarme con mi problema. Sin embargo, la solución que me dieron no funcionó completamente y tuve que hacer un seguimiento adicional, lo cual fue un poco frustrante. Aún así, aprecié que me mantuvieran informado durante todo el proceso. Creo que hay áreas de mejora, pero en general no fue una mala interacción. Espero que en el fututo puedan resolver los problemas más rápido. Gracias."
review-positivo-1131,positivo,"¡Hola! Solo quería compartir lo mucho que me gusta usar esta plataforma. Al principio, me costó un poco acostumbrarme, pero ahora todo fluye muy bien. La interfaz es super intuitiva y he descubierto herramientas que realmente me han ayudado a gestionar mis proyectos de una manera más eficiente. Además, el soporte al cliente ha sido excelente, siempre rápidos en responder mis dudas. ¡Y el contenido que ofrecen es de alta calidad! Definitivamente, la recomiendo a mis amigos. Gracias por crear una experiencia tan agradable 😊."
review-negativo-1132,negativo,"Tuve una muy mala experiencia con el servicio al cliente. Intenté comunicarme por teléfono y estuve en espera más de 30 minutos, al final nunca me atendieron. Cuando finalmente me llegó un correo, la respuesta fue muy fría y no resolvieron mi problema. Me sentí ignorado y la verdad esperaba mucho más de una empresa con buena reputación. Además, la atención fue poco clara, parecía que quien me respondía no tenía idea del tema. Necesitaba ayuda y al final me siento más perdido que antes. No puedo recomendar esta atención al cliente."
review-neutral-1133,neutral,"Tuve un problema al usar la aplicación, pero el proceso de resolución fue bastante estándar. Envié un ticket y me respondieron en un plazo razonable. La solución a mi inconveniente tomó un par de días, lo que no es tan malo. Aunque el sistema automático me pareció un poco confuso al principio, al final logré entenderlo. Aprecio que me brindaron una guía clara sobre cómo proceder. Sin embargo, creo que podrían hacer un esfuerzo por mejorar la comunicación inicial, ya que parami no es fácil saber quién leerá mi mensaje. En general, estoy satisfecho con el resultado, pero hay espacio para mejorar en la rapidez de la respuesta."
review-positivo-1134,positivo,"¡Hola! Quería darles un pequeño agradecimiento por la rapidez con la que respondieron a mi consulta. La verdad es que me sorprendió lo rápido que recibí la información que necesitaba. A veces temo que me tome mucho tiempo obtener respuestas, pero en este caso, fue todo lo contrario. El equipo se nota que está muy comprometido con ayudar a los usuarios y eso #lo valoro mucho. Sin dudas volveré a contactarlos si necesito algo más. ¡Sigan así!"
review-negativo-1135,negativo,"Realmente estoy decepcionado con la calidad del servicio que recibí. Hice un pedido hace más de una semana y todavía no me ha llegado. Intenté comunicarme con atención al cliente, pero nadie responde a mis mensajes y las llamadas quedan en espera. También solicité una cancelación, pero no obtuve ninguna respuesta. Siento que no valoran a sus clientes, porque una situación tan simple no debería tomar tanto tiempo. Never had this issue with otras empresas. Me hace cuestionar si debo seguir comprando aquí. Espero que esta situación se resuelva pronto, ya no sé qué hacer."
review-neutral-1136,neutral,"La experiencia en la aplicación fue bastante aceptable. Navegué sin problemas la mayoría del tiempo, aunque algunas funciones tardaron un poco en cargar. El diseño es claro y fácil de entender, lo cual se agradece. Sin embargo, sentí que faltaró un poco de información en algunas secciones, como en los tutoriales. En general, cumplió con lo que esperaba, pero hay área donde podría mejorar. Aprecio la rapidez del servicio al cliente, eso siempre suma. Quizás añadiría una sección de preguntas frecuentes más extensa para ayudar a nuevos usuarios."
review-positivo-1137,positivo,"¡Hola! Quería compartir mi experencia con el sistema que he estado usando últimamente. La verdad es que me ha sorprendido lo fácil que es navegar por todas las funcionalidades. La interfaz es muy intuitiva y no he tenido problemas para encontrar lo que busco. Además, el tiempo de carga es bastante rápido, lo cual es un gran plus. Me encantan los reportes que puedo generar, son muy útiles para mi trabajo diario. Me gusta también como se va actualizando de acuerdo a las sugerencias de los usuarios. Sin dudas, ha mejorado la manera en que realizo mis tareas. ¡Sigan así! 😊"
review-negativo-1138,negativo,"La verdad es que el proceso de onboarding fue bastante frustrante. La información no estaba bien organizada y los videos que prometieron, algunos estaban rotos o no se cargaban. Trate de seguir todos los pasos, pero no quedaba claro si necesitaba hacer algo más después de completar cada sección. Además, la falta de respuesta del equipo a mis dudas hizo que me sintiera perdid@. Pensé que todo iba a ser más fluido y sencillo, pero definitivamente no fue así. No sé si recomendaría esta plataforma, ya que mi experiencia no fue la mejor. Espero que mejoren esto para futuros usuarios."
review-neutral-1139,neutral,"La documentación en general es bastante completa, aunque a veces me resulta un poco confusa. Algunos temas están bien explicados, pero otros parecen faltan ejemplos prácticos que ayudarían a entender mejor el uso. He tenido que buscar en foros y videos para complementar lo que no encontraba claro. También estaría bien que el buscador de la documentación fuera más intuitivo, ya que a veces a penas aparecían contenidos relevantes con las palabras clave que usaba. Adicionalmente, me gustaría ver secciones de preguntas frecuentes actualizadas para resolver dudas comunes. En fin, creo que se puede mejorar la experiencia, pero tampoco creo que sea un desastre total."
review-positivo-1140,positivo,"¡Hola! Quiero compartir mi experiencia con el servicio de soporte técnico. La verdad es que me sorprendió lo rápido que respondieron a mi consulta. En cuestión de minutos, un agente se puso en contacto conmigo y fue super amable. Me ayudaron a resolver mi problema de manera muy clara y sencilla. Agradezco que tuvieran la paciencia de explicarme todo, ya que soy un poco novato en esto. Además, el seguimiento que hice sobre cualquier duda fue igual de eficiente, ¡no me dejaron solo! Definitivamente recomendaría su servicio, es de primera. ¡Gracias por la ayuda!"
review-negativo-1141,negativo,"La verdad es que he tenido una experiencia bastante frustrante con la plataforma. Aunque la idea es buena, su funcionamiento es súper lento y a menudo se cuelga. He intentado acceder a mis archivos y me salta un error que me impide hacerlo, lo cual ha sido bastante molesto, sobre todo cuando tengo things importantes que finish. Además, el servicio al cliente no responde con rapidez, lo que hace que la solución tarde aún más. Pensé que esta sería una herramienta útil, pero a este paso solo me trae problemas. Espero que pueda mejorar en el futuro, porque de momento no la recomiendo."
review-neutral-1142,neutral,"La atención al cliente que recibí fue correcta. Pasé un tiempo en la línea, pero la persona que me atendió trató de resolver mi problema. No me dieron una solución inmediata, pero sí me explicaron los pasos a seguir. Me gustaría que las respuestas fueran más rápidas, pero entiendo que a veces pueden estar ocupados. Al final, me enviaron un correo confirmando lo que habíamos hablado. No fue una experiencia negativa, pero tampoco fue excepcional. Solo me gustaría que hubiera un poco más de rapidez en la atención."
review-positivo-1143,positivo,"¡Hola! Quería compartir mi experiencia con el servicio al cliente. Tuve un problema con una de mis compras y, sinceramente, no esperaba una resolución tan rápida. En menos de 24 horas me contactaron y me guiaron paso a paso para arreglar la situación. El representante fue SUPER amable y se notó que le importaba ayudarme. Me sentí escuchado y apoyado durante todo el proceso. Además, me ofrecieron un descuento en mi próxima compra como compensación, lo que fue un detalle agradable. Definitivamente continuare usando sus servicios, muchas gracias por la ayuda :)"
review-negativo-1144,negativo,"La verdad es que estoy bastante decepcionado con el tiempo de respuesta que he tenido. He estado esperando una respuesta a mi consulta durante más de una semana y aún no he recibido nada. Intenté comunicarme varias veces y las respuestas siempre tardan muchísimo. Esto hace que me sienta un poco frustrado, porque realmente necesito resolver este asunto. Al principio pensaba que era un malentendido, pero ahora me parece que hay un problema real con la atención al cliente. Espero que puedan mejorar este aspecto, porque no creo que siga utilizando el servicio si las cosas no cambian."
review-neutral-1145,neutral,"La calidad del servicio que recibí fue buena, aunque hubo algunos detalles que podrían mejorar. El tiempo de espera fue un poco largo en la línea y cuando atendieron, no parecían muy disponibles para responder todas mis preguntas. Sin embargo, la información que me dieron fue clara y útil. Lo que noté es que el ambiente podría ser más acogedor, ya que había un poco de ruido. En general, cumplió con lo que necesitaba, pero hay margen para que sea aún mejor en atención al cliente. Espero que con el tiempo se implementen ajustes para optimizar la experiencia."
review-positivo-1146,positivo,"¡Hola! Quería compartir mi experiencia usando la app. La verdad es que me sorprendió lo fácil que es navegar por ella. Desde el momento en que la descargué, me sentí muy cómodo con el diseño y las opciones que ofrece. Me encanta que las funciones están bien organizadas, lo que me ahorra mucho tiempo. Además, la velocidad de carga es impresionante, nunca he tenido problemas con eso. La sección de ayuda es súper útil, siempre encuentro la información que necesito de manera rápida. Sin duda, la seguiré recomendando a mis amigos. ¡Sigan así!"
review-negativo-1147,negativo,"He estado usando el sistema desde hace unas semanas y, sinceramente, me ha dejado frustrado. La velocidad de carga es increíblemente lenta, y a menudo tengo que esperar varios minutos solo para acceder a las funciones básicas. Además, he notado que muchos de los enlaces no funcionan o siempre me redirigen a páginas de error. Intenté contactar con soporte técnico, pero no he recibido respuesta. A veces siento que me quita más tiempo que ayuda, lo cual es decepcionante. Esperaba que el sistema facilitara mi trabajo, pero, por el momento, es todo lo contrario. Necesitan mejorar urgentemente esos temas."
review-neutral-1148,neutral,"El proceso de onboarding fue bastante claro en general. Me gustaron las guías paso a paso, aunque algunos detalles podrían ser más explicativos. La navegación en la plataforma era intuitiva, pero experimenté un par de errores técnicos que hicieron que algunas secciones fueran difíciles de acceder. También noté que faltaban algunos recursos para resolver siglas o términos que no son muy conocidos. En general, no fue frustrante, pero podría mejorar con algunos ajustes. Creo que con un par de cambios, sería más fácil para nuevos usuarios como yo."
review-positivo-1149,positivo,"La documentación que tienen es increíble, realmente me ayudó mucho a entender cómo usar las funcionalidades del software. Todo está muy bien explicado y la estructura es clara, lo que hizo que encontrar la respuesta que necesitaba fuera muy fácil. Además, los ejemplos prácticos son geniales, porque me dieron una idea más clara de cómo aplicar lo que aprendí. Aprecio que también tengan una sección de preguntas frecuentes, eso me ahorró un montón de tiempo. Definitivamente, están haciendo un trabajo excelente en ese aspecto. ¡Sigan así!"
review-negativo-1150,negativo,"La verdad que estoy muy decepcionado con el servicio de soporte técnico. Llamé hace tres días porque tenía un problema urgente y me hicieron esperar más de media hora solo para que un agente me dijera que tenía que intentar algo que ya había probado. Además, no me dieron ninguna solución real y tampoco me ofrecieron un seguimiento. Es frustrante cuando se necesita ayuda y en lugar de eso, siento que solo pierdo tiempo. No sé si se están tomando en serio el asunto, pero no creo que vuelva a recurrir a su soporte. Necesitan mejorar esto, de verdad."
review-neutral-1151,neutral,"La plataforma tiene un diseño que resulta fácil de navegar en general, aunque hay algunas secciones que pasan un poco desapercibidas. A veces, el tiempo de carga puede ser un poco lento, lo que hace que se vuelva un poco frustrante si necesitas información rápida. No he tenido tantas oportunidades de usar todas las herramientas que ofrece, pero las que he probado parecen funcionales. Me gustaría ver más tutoriales o guías para entender completamente todas las características. En general, creo que tiene potencial, pero suele haber detalles que se podrían mejorar. Es un buen esfuerzo, pero espero que en futuras actualizaciones hagan ajustes necesarios."
review-positivo-1152,positivo,"Hola, quería comentarles sobre mi experiencia con el servicio al cliente. Fui atendido por una chica muy amable que respondió a todas mis dudas de manera rápida y clara. Me impresionó lo atenta que fue, incluso me ofreció más información de la que esperaba. La verdad es que me sentí escuchado y valorado como cliente, algo que no siempre ocurre. Además, la respuesta fue inmediato y eso se agradece un montón, especialmente cuando uno tiene prisa. Definitivamente me dejó una buena impresión y, si vuelvo a tener algún problema en el futuro, sé que podré contar con ustedes. ¡Sigan así!"
review-negativo-1153,negativo,"La verdad es que la resolución de problemas en el aplicativo fue bastante mala. Intenté seguir los pasos que dicen en la sección de ayuda y no solo no funcionaron, sino que además me hicieron perder tiempo valioso. Llamé al servicio de atención y estuve en espera más de 30 minutos, para al final recibir una respuesta poco útil. La persona que me atendió parecía no tener la mínina idea de cómo ayudarme, lo cual fue frustrante. En conclusión, el proceso fue más confuso que solucionador y me dejó muy decepcionado con el servicio. Espero que puedan mejorar esto."
review-neutral-1154,neutral,"Hola, quería comentar sobre el tiempo de respuesta que he experimentado con el servicio. En general, he notado que suele tomar un tiempo razonable para recibir respuestas a mis consultas. Aunque en algunas ocasiones he tenido que esperar un poco más de lo que me gustaría, en otras he recibido una respuesta rápida. Creo que podrían mejorar un poco en los tiempos en algunos casos, pero tampoco es para alarmarse. En resumen, es un servicio útil que cumple, aunque un ajuste en los tiempos de respuesta sería bienvenido. Gracias."
review-positivo-1155,positivo,"¡Hola! Quería compartir mi experiencia con el servicio que ofrecen. Desde el primer contacto, el equipo fue súper amable y atento. Tenía algunas dudas sobre un producto y me respondieron al instante, incluso fuera de horario. La entrega fue más rápida de lo que esperaba, y el paquete llegó en perfecto estado. Además, me encantó que me mandaron un pequeño detalle que hizo que la experiencia fuera aún más especial. Se nota que realmente les importa el cliente. Estoy muy satisfecho y seguro que volveré a comprar pronto. ¡Sigan así!"
review-negativo-1156,negativo,"La verdad es que mi experiencia con la app ha sido frustrante. Cada vez que intento acceder, me aparece un mensaje de error y tengo que reiniciar el teléfono. Además, la navegación es super confusa, no encuentro lo que busco y se siente todo como un laberinto. Intenté llamar al soporte, pero la espera fue eternanl y ni hablemos de los tiempos de carga, son desesperantes. Me gusta la idea detrás de la app, pero la execucion deja mucho que desear. Espero que puedan mejorar estos puntos, porque realmente me gustaría seguir usándola."
review-neutral-1157,neutral,"He estado usando el sistema durante algunas semanas y me parece que tiene un buen diseño, pero a veces la carga de las páginas es un poco lenta. Las funciones básicas son fáciles de encontrar, aunque me gustaría que hubiera más tutoriales disponibles para saber cómo aprovechar mejor algunas características. He tenido ocasiones en las que no puedo acceder a ciertas opciones, no se si es un problema de mi conexión o del sistema. La funcionalidad general para tareas simples parece cumplir con lo que necesito, solo sería ideal que se mejorara un poco más en aspectos técnicos. Aún así, en general mi experiencia ha sido satisfactoria."
review-positivo-1158,positivo,"¡Hola! Solo quería compartir que el proceso de onboarding fue bastante fácil y rápido. Me sorprendió lo intuitivo que resultó todo, la guía paso a paso realmente me ayudó a comprender las funciones de la plataforma. Además, el equipo de soporte fue super amable y respondió a todas mis dudas en el momento. Me encanta la interfaz, es muy amigable. Me siento emocionado de empezar a usar todos los recursos que ofrece. Definitivamente es un gran comienzo, gracias por hacer todo tan sencillo. ¡Saludos!"
review-negativo-1159,negativo,"La documentación que ofrecen es confusa y muy poco clara. A menudo me encuentro buscando respuestas y tengo que navegar por múltiples secciones para encontrar lo que necesito. No hay ejemplos concretos que ilustren los puntos y muchas veces las explicaciones se sienten incompletas. Ya he dedicado mucho tiempo tratando de entender ciertos recursos y aún así no tengo una solución. Indirectamente creo que eso afecta mi experiencia y la de otros usuarios. También, el soporte al cliente tarda demasiado en responder y cuando lo hacen no contestan mis dudas específicas. La verdad, desearía que mejoraran esta parte, porque es frustrante no poder avanzar."
review-neutral-1160,neutral,"Hola, quiero comentar sobre mi experiencia con el servicio de soporte técnico. La respuesta fue rápida, lo cual es bueno, pero la solución que me dieron no funcionó del todo. Me explicaron qué hacer, pero había un par de pasos que no quedaban clars, así que tuve que repetir el proceso varias veces. En general, aprecio que estuvieran disponibles para ayudarme, aunque no obtuve el resultado deseado. Tal vez necesito más orientación o un enlace a un tutorial. Espero que puedan mejorar en ese aspecto. Gracias."
review-positivo-1161,positivo,"¡Wow! Tenía muchas dudas antes de empezar a usar la plataforma, pero debo decir que ha superado mis expectactivas. La interfaz es super intuitiva y me encanta que todo esté tan bien organizado. Además, el contenido es realmente útil; he aprendido un montón en solo unas semanas. Aparte, la atención al cliente es excelente, responden super rápido a cualquier pregunta que tengo. Ya he recomendado la plataforma a varios amigos, ¡y ellos me lo agradecen! La verdad es que se nota el esfuerzo que ponen en todo. Estoy feliz de haberme sumado a esta comunidad y creo que seguiré usando la herramienta por mucho tiempo. ¡Genial trabajo!"
review-negativo-1162,negativo,"La verdad es que me siento muy decepcionado con la atención al cliente que recibí. Tardé más de 30 minutos en comunicarme con un agente y cuando finalmente logré hacerlo, no parecía tener idea de cómo ayudarme. Mis preguntas fueron ignoradas y solo me daba respuestas automáticas que no resolvían nada. Intenté pedir que otra persona me ayudara, pero eso tampoco fue posible. Al final, tuve que buscar la solución por mi cuenta. No esperaba un servicio tan malo, sobre todo porque había leído buenos comentarios. Espero que mejoren porque al menos yo no pienso volver a contactarles."
review-neutral-1163,neutral,"Utilicé el servicio de atención al cliente para resolver un problema con mi cuenta, y la experiencia fue algo mixta. Por un lado, la respuesta fue rápida y el representante parecía estar bien informado. Sin embargo, la solución que me ofrecieron no resolvió completamente el problema. Tuve que llamar nuevamente y proporcionar información adicional, lo cual fue un poco frustrante. La segunda vez pude solucionar la situación, pero siento que el proceso podría haber sido más eficiente. En general, la FAQs no parecieron ayudar mucho, así que quizás ncesitan más actualizaciones o soluciones claras. En fin, cumplió su función, pero hay áreas que podrían mejorar."
review-positivo-1164,positivo,"Hola! Quería compartir mi experiencia con el soporte. La verdad es que quedé muy sorprendido con lo rápido que respondieron a mi consulta. En menos de una hora ya tenía una respuesta clara y útil. A veces me preocupo por lo lento que puede ser este tipo de servicio, pero ustedes lo hicieron muy bien! Se nota que están comprometidos con sus usuarios. Muchas gracias por ayudarme tan pronto, eso hace que me sienta mucho más seguro usando el servicio. ¡Sigan así!"
review-negativo-1165,negativo,"La verdad es que quedé muy decepcionado con el servicio que recibí. La entrega llegó tardísimo, cuando ya no lo esperaba. Intenté comunicarme al servicio al cliente, pero nadie respondió mis llamadas y cuando finalmente me contestaron, no me dieron soluciones claras. Además, el producto llegó en mal estado, parece que ni lo revisaron antes de mandarlo. Me siento frustrado porque confíe en ustedes y había escuchado buenos comentarios, pero mi experiencia fue muy mala. No creo que vuelva a pedir nada aquí. Espero que mejoren porque de verdad no es aceptable."
review-neutral-1166,neutral,"La experiencia de usar la aplicación ha sido bastante estándar. La interfaz es limpia y fácil de navegar, pero a veces la carga de algunas secciones puede ser lenta, lo que me ha frustrado un poco. Encontré que algunas opciones están en lugares inesperados, lo que me llevó más tiempo del que pensé en localizarlas. La funcionalidad básica cumple con lo que necesito, pero si algunas características adicionales se agregaran, sería genial. En general, no tengo grandes quejas, pero hay espacio para mejorar en la velocidad y en la organización del contenido."
review-positivo-1167,positivo,"¡Hola! Quería compartir mi experiencia usando el sistema y la verdad es que me ha sorprendido lo fácil que es navegar. La interfaz es super amigable y todas las funcionalidades que necesito están bien organizadas. Me encanta poder acceder a mis datos rápidamente, sin complicaciones. Además, el soporte técnico ha sido muy rápido en responder a mis dudas, lo cual ha sido un gran alivio. Ayer pude completar una tarea en la mitad del tiempo que solía llevarme con otras herramientas. Definitivamente siento que estoy siendo más productivo. Solo espero que sigan mejorando porque de verdad tienen un gran potencial. ¡Gracias!"
review-negativo-1168,negativo,"La verdad es que el proceso de onboarding fue bastante frustrante. Muchas instrucciones no estaban claras y siempre aparecían problemas técnicos que me hicieron perder tiempo. Tarde horas tratando de entender cómo funcionaba todo y algunas partes simplemente no tenían sentido. Las guías eran confusas y me dejó más perdido que antes. Además, no respondieron a mis dudas de inmediato, lo que me hizo sentir dejarlo porque parecía que no iba abarcarlo. Creo que deberían revisar el proceso y hacerlo más intuitivo. Al final, no sé si valdrá la pena continuar, porque empezó muy complicado y desmotivante."
review-neutral-1169,neutral,"La documentación que proporcionan es bastante completa, aunque a veces puede ser un poco difícil de navegar. Algunas secciones son claras y tienen ejemplos, pero hay otras que no terminan de explicar ciertos conceptos. Me pareció útil la parte de preguntas frecuentes, aunque encontré que faltan algunas inquietudes comunes que he tenido. También noté que los enlaces a los tutoriales externos no siempre funcionan. En general, podría mejorar, pero hay recursos valiosos si uno se da el tiempo de buscar. Sería genial ver actualizaciones más frecuentes."
review-positivo-1170,positivo,"Quiero agradecer al equipo de soporte técnico por la ayuda que me dieron ayer. Estaba casi desesperado porque no podía acceder a mi cuenta y pensé que ya no tenía solución. Pero el agente que me atendió fue súper amable y paciente, me explicó paso a paso cómo resolver el problema. Lo que más me gustó fue que no solo me dio instrucciones, sino que se aseguró de que todo estuviera bien al final. En menos de 30 minutos ya estaba de nuevo en mi cuenta. ¡Gracias por su excelente servicio! Definitivamente recomendaré su soporte a mis amigos."
review-negativo-1171,negativo,"La plataforma me ha dejado bastante decepcionado. Al principio todo parecía fácil de usar, pero ahora me encuentro con constantes errores. Ingreso mis datos y a menudo se quedan pillados, tengo que refrescar la página mil veces. Además, la atención al cliente es super lenta. He enviado un par de consultas y todavía no recibí respuestas, es frustrante. La verdad es que estaba ilusionado con las funcionalidades que ofrecía, pero me está costando más tiempo del que vale. Espero que puedan solucionar estos problemas pronto, porque me gustaría volver a usarla sin tanta complicación."
review-neutral-1172,neutral,"Tuve una experiencia regular con el servicio al cliente. Cuando llamé para consultar sobre mi pedido, el representante fue amable, pero me pareció que no sabía exactamente cómo solucionar mi problema. Tardó un poco en encontrar la información que necesitaba y eso fue un poco frustrante. Al final, me dieron la respuesta, pero no era lo que esperaba. Además, la espera para que atendieran mi llamada fue más larga de lo que pensé. En general, el trato fue correcto, pero podría mejorar en cuanto a tiempos de espera y rapidez en la resolución. Espero que hagan algunos ajustes en el futuro."
